CanonicalEventId,TimestampedScreenshotPath,TimestampedScreenshotFileName,HtmlMediaPath,HtmlMediaFileName,PhotosFolderPath,MessageAttachmentsPhotosPath,SHA256,SizeBytes,Dimensions,SameHashMatch,SameTimestampMatch,SameContentPossible,Notes
CE-056,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.51.46ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.51.46ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.51.46ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.51.46ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.51.46ΓÇ»PM.jpeg,D5D90B4F94571C0326AC15946872B9AE24FF5DE9F789E8076250E4337F8403C5,459544,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-057,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.52.07ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.52.07ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.52.07ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.52.07ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.52.07ΓÇ»PM.jpeg,B35A37A0AD04407B21D649ABD5EB759AD53D3415A0F3FDE305D5EB2D853C0C6B,415664,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-058,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.52.33ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.52.33ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.52.33ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.52.33ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.52.33ΓÇ»PM.jpeg,D35992DE78D7D01199828A7F802F13C45E74652512363AAD86A24A833AE300C3,459615,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-059,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.52.52ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.52.52ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.52.52ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.52.52ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.52.52ΓÇ»PM.jpeg,BEEB674C0DCC2783E5A32FC0C2DB5C4C27663BEF6E40DA2D6E13BE24D7813755,460516,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-060,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.53.21ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.53.21ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.53.21ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.53.21ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.53.21ΓÇ»PM.jpeg,668602FC84F44C468B052D737AF5431768612049DD67ADB67446C16A822D4830,582128,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-061,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.53.38ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.53.38ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.53.38ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.53.38ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.53.38ΓÇ»PM.jpeg,510CEFA4F0DBC3E1BFA1AC00BD9B707D7521ACDD74EFF04D716ADC568DC4CAC6,578479,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-062,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.53.57ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.53.57ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.53.57ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.53.57ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.53.57ΓÇ»PM.jpeg,CBFEDB5C26419DE2FCDE1C2107C69E50DE7016000A82E7282959495403A54655,526469,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-063,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.54.31ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.54.31ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.54.31ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.54.31ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.54.31ΓÇ»PM.jpeg,04959A8F9390F02909E33AE5A35928B8303ADF6697A170C0ABC31CCD76F335E2,206973,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-064,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.55.06ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.55.06ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.55.06ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.55.06ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.55.06ΓÇ»PM.jpeg,54E924166B029A0CB811E9EE39174499E863CD68786C7A67DF7AB47CB492FBE4,262501,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-065,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.55.45ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.55.45ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.55.45ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.55.45ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.55.45ΓÇ»PM.jpeg,56FD6A171F871488189FB09BB772B79D87E6F21277E7005152CF390332CDB5CD,328277,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-066,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.56.42ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.56.42ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.56.42ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.56.42ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.56.42ΓÇ»PM.jpeg,FF9BB93A0D900C31EF2A18FDEE770B5D75025A747042B034D4A63A7462DA30B5,179923,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-067,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.58.15ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.58.15ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.58.15ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.58.15ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.58.15ΓÇ»PM.jpeg,F7254EEF56D723CE4CCDD9E37610F7AC0946596305964376FD3C546146F1C530,478207,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-068,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.58.34ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.58.34ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.58.34ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.58.34ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.58.34ΓÇ»PM.jpeg,8DDEDFDE6E5C8A7AE13C1A9D34DC844718BB0B18FD02B6B389C41B632C20E987,432957,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-069,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.58.49ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.58.49ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.58.49ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.58.49ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.58.49ΓÇ»PM.jpeg,57EA110F63EB073242244124A142C84159C545FBD68ED7A743F6F3430D79F143,254782,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-070,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.02.53ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.02.53ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.02.53ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.02.53ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.02.53ΓÇ»PM.jpeg,5C5BC2FCBA2AEB2C4C1F28B98059460165D7773F2203607FD92F9DCE07C6F03C,452518,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-071,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.03.08ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.03.08ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.03.08ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.03.08ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.03.08ΓÇ»PM.jpeg,DC62EDC76A728AC73AC2C2C9FF7AF3607802D5BBFAE5E62C38888F88E7497756,514674,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-072,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.03.28ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.03.28ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.03.28ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.03.28ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.03.28ΓÇ»PM.jpeg,352AA4488B518B4A269683DA5109D1CF092413D9A0683C2915B82E32E808CEAD,368501,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-073,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.07.57ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.07.57ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.07.57ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.07.57ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.07.57ΓÇ»PM.jpeg,079F1796A9E7CD54D367140A9439E07C94048D078CD032ECC4A838B5D485EFAB,365979,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-074,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.08.11ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.08.11ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.08.11ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.08.11ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.08.11ΓÇ»PM.jpeg,1934D70399D9CD6A5AF2871A81A4841C3DD9B9CE991A7652B4ABCF8D6989916B,483611,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-075,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.08.26ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.08.26ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.08.26ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.08.26ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.08.26ΓÇ»PM.jpeg,9E087CEAE41EC8BF5FFB688325ECABB0BC9393810F381D9598C52B3DEBB6B583,526679,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-076,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.08.44ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.08.44ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.08.44ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.08.44ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.08.44ΓÇ»PM.jpeg,5F15D384F8B7D5F499AF6BBF691BFF97C59E04EF33274B0CAA3A85EC3D2003AE,493643,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-077,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.09.01ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.09.01ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.09.01ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.09.01ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.09.01ΓÇ»PM.jpeg,FE1E51A85592FF1DDDB601045F626754F1F58FBE165A8586D036C417A44C3402,429529,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-078,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.09.15ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.09.15ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.09.15ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.09.15ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.09.15ΓÇ»PM.jpeg,C4373BC37E456E4B22818BCF4E03D613FD1FA3BA1F16BFBE9FEAFCBEFA78CFC3,376855,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-079,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.10.19ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.10.19ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.10.19ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.10.19ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.10.19ΓÇ»PM.jpeg,D3E9DF37AFBEF79427801A1E7D67EDF8AF05B8E71CC32C9F6EEFF7F636E43063,608883,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-080,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.10.37ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.10.37ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 2.10.37ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 2.10.37ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 2.10.37ΓÇ»PM.jpeg,B0A7D5B4538A207498037084AA3C4C3E54660303AFE7E1D19B1F2ED945F5DE2F,534249,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-081,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 10.43.28ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 10.43.28ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 10.43.28ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 10.43.28ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 10.43.28ΓÇ»PM.jpeg,DE8ADFB70DE36599B66E362F2E64A60C11B11C325D0D258B52BD935A01673BA8,150345,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-082,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 10.44.16ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 10.44.16ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 10.44.16ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 10.44.16ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 10.44.16ΓÇ»PM.jpeg,9F03F455A70C734C3FB793547DADBFCCD3820C634945E3952AF12A5467E78EA8,313702,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
