SourceZip,SourceZipFilename,EntryPath,ExtractedPath,MatchedTerms,April19_26_2024Mention,Snippet
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (11).JPG.supplemental-meta.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (11).JPG.supplemental-meta.json,Elijah,No,"Elijah at 17 months (11).JPG.supplemental-meta.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (11).JPG.supplemental-meta.json { ""title"": ""Elijah at 17 months (11).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362000758"", ""formatted"": ""Feb 27, 2013, 9:32:38 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284890435"", ""formatted"": ""Sep 19, 2010, 10:00:35 AM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""l..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (13).JPG.supplemental-meta.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (13).JPG.supplemental-meta.json,Elijah,No,"Elijah at 17 months (13).JPG.supplemental-meta.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (13).JPG.supplemental-meta.json { ""title"": ""Elijah at 17 months (13).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362000795"", ""formatted"": ""Feb 27, 2013, 9:33:15 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284890456"", ""formatted"": ""Sep 19, 2010, 10:00:56 AM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""l..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (30).JPG.supplemental-meta.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (30).JPG.supplemental-meta.json,Elijah,No,"Elijah at 17 months (30).JPG.supplemental-meta.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (30).JPG.supplemental-meta.json { ""title"": ""Elijah at 17 months (30).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362000947"", ""formatted"": ""Feb 27, 2013, 9:35:47 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284913123"", ""formatted"": ""Sep 19, 2010, 4:18:43 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""lo..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (15).JPG.supplemental-meta.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (15).JPG.supplemental-meta.json,Elijah,No,"Elijah at 17 months (15).JPG.supplemental-meta.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (15).JPG.supplemental-meta.json { ""title"": ""Elijah at 17 months (15).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362000809"", ""formatted"": ""Feb 27, 2013, 9:33:29 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284890466"", ""formatted"": ""Sep 19, 2010, 10:01:06 AM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""l..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (10).JPG.supplemental-meta.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (10).JPG.supplemental-meta.json,Elijah,No,"Elijah at 17 months (10).JPG.supplemental-meta.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (10).JPG.supplemental-meta.json { ""title"": ""Elijah at 17 months (10).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362000748"", ""formatted"": ""Feb 27, 2013, 9:32:28 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284890426"", ""formatted"": ""Sep 19, 2010, 10:00:26 AM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""l..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (6).JPG.supplemental-metad.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (6).JPG.supplemental-metad.json,Elijah,No,"Elijah at 17 months (6).JPG.supplemental-metad.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (6).JPG.supplemental-metad.json { ""title"": ""Elijah at 17 months (6).JPG"", ""description"": """", ""imageViews"": ""2"", ""creationTime"": { ""timestamp"": ""1362001038"", ""formatted"": ""Feb 27, 2013, 9:37:18 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284890416"", ""formatted"": ""Sep 19, 2010, 10:00:16 AM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""lo..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (4).JPG.supplemental-metad.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (4).JPG.supplemental-metad.json,Elijah,No,"Elijah at 17 months (4).JPG.supplemental-metad.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (4).JPG.supplemental-metad.json { ""title"": ""Elijah at 17 months (4).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362001014"", ""formatted"": ""Feb 27, 2013, 9:36:54 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284734820"", ""formatted"": ""Sep 17, 2010, 2:47:00 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""lon..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (7).JPG.supplemental-metad.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (7).JPG.supplemental-metad.json,Elijah,No,"Elijah at 17 months (7).JPG.supplemental-metad.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (7).JPG.supplemental-metad.json { ""title"": ""Elijah at 17 months (7).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362001043"", ""formatted"": ""Feb 27, 2013, 9:37:23 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284890419"", ""formatted"": ""Sep 19, 2010, 10:00:19 AM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""lo..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (5).JPG.supplemental-metad.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (5).JPG.supplemental-metad.json,Elijah,No,"Elijah at 17 months (5).JPG.supplemental-metad.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (5).JPG.supplemental-metad.json { ""title"": ""Elijah at 17 months (5).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362001031"", ""formatted"": ""Feb 27, 2013, 9:37:11 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284890408"", ""formatted"": ""Sep 19, 2010, 10:00:08 AM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""lo..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (8).JPG.supplemental-metad.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (8).JPG.supplemental-metad.json,Elijah,No,"Elijah at 17 months (8).JPG.supplemental-metad.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (8).JPG.supplemental-metad.json { ""title"": ""Elijah at 17 months (8).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362001046"", ""formatted"": ""Feb 27, 2013, 9:37:26 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284890421"", ""formatted"": ""Sep 19, 2010, 10:00:21 AM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""lo..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (3).JPG.supplemental-metad.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (3).JPG.supplemental-metad.json,Elijah,No,"Elijah at 17 months (3).JPG.supplemental-metad.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (3).JPG.supplemental-metad.json { ""title"": ""Elijah at 17 months (3).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362000934"", ""formatted"": ""Feb 27, 2013, 9:35:34 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284734817"", ""formatted"": ""Sep 17, 2010, 2:46:57 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""lon..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (2).JPG.supplemental-metad.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (2).JPG.supplemental-metad.json,Elijah,No,"Elijah at 17 months (2).JPG.supplemental-metad.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (2).JPG.supplemental-metad.json { ""title"": ""Elijah at 17 months (2).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362000842"", ""formatted"": ""Feb 27, 2013, 9:34:02 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284734813"", ""formatted"": ""Sep 17, 2010, 2:46:53 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""lon..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (29).JPG.supplemental-meta.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (29).JPG.supplemental-meta.json,Elijah,No,"Elijah at 17 months (29).JPG.supplemental-meta.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (29).JPG.supplemental-meta.json { ""title"": ""Elijah at 17 months (29).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362000922"", ""formatted"": ""Feb 27, 2013, 9:35:22 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284913108"", ""formatted"": ""Sep 19, 2010, 4:18:28 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""lo..."
C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Zips\takeout-20260602T071913Z-7-048.zip,takeout-20260602T071913Z-7-048.zip,Takeout/Google Photos/Photos from 2010/Elijah at 17 months (17).JPG.supplemental-meta.json,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Photos\Photos from 2010\Elijah at 17 months (17).JPG.supplemental-meta.json,Elijah,No,"Elijah at 17 months (17).JPG.supplemental-meta.json Takeout/Google Photos/Photos from 2010/Elijah at 17 months (17).JPG.supplemental-meta.json { ""title"": ""Elijah at 17 months (17).JPG"", ""description"": """", ""imageViews"": ""0"", ""creationTime"": { ""timestamp"": ""1362000821"", ""formatted"": ""Feb 27, 2013, 9:33:41 PM UTC"" }, ""photoTakenTime"": { ""timestamp"": ""1284913060"", ""formatted"": ""Sep 19, 2010, 4:17:40 PM UTC"" }, ""geoData"": { ""latitude"": 0.0, ""longitude"": 0.0, ""altitude"": 0.0, ""latitudeSpan"": 0.0, ""lo..."
