EventDateTime,EventType,ExhibitNumber,Description,WhyItMatters,Limitation,RecommendedFollowUp
2024/04/25 13:50:08,Screenshot/Image OCR,EX-134,Screenshot 2024-04-25 at 1.49.58ΓÇ»PM.jpeg - 02-26 02-26 02-27 02-27 02-27 02-28 02-28 02-28 02-28 02-28 02-28 02-29 02-29 02-29 02-29 02-29 02-01 02-01 02-05 02-05 02-06 02-06 02-13 02-22 02-28 02-01 02-os 02-07 02-08 02-08 POS Debit. Business Debit Card 7106 02-2,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:50:34,Screenshot/Image OCR,EX-035,Screenshot 2024-04-25 at 1.50.23ΓÇ»PM.jpeg - 1:50 2024-01-31 STMSSCM... NAVY FEDE Page 1 ot 6 Credit Union po X)oc • VA • 22119-m *BWNLLSV *OOOOOOQ4R2QUQIA6tOOOJMA90F HELO PAYMENT SERVICES LLC 6274 PALM VISTA ST PORT ORANGE FL 32128-6952 Statement of Account Statem,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:50:34,Screenshot/Image OCR,EX-135,Screenshot 2024-04-25 at 1.50.23ΓÇ»PM.jpeg - 1:50 2024-01-31 STMSSCM... NAVY FEDE Page 1 ot 6 Credit Union po X)oc • VA • 22119-m *BWNLLSV *OOOOOOQ4R2QUQIA6tOOOJMA90F HELO PAYMENT SERVICES LLC 6274 PALM VISTA ST PORT ORANGE FL 32128-6952 Statement of Account Statem,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:50:58,Screenshot/Image OCR,EX-036,"Screenshot 2024-04-25 at 1.50.40ΓÇ»PM.jpeg - 1:50 2024-01-31 STMSSCM... NAVY FEDE Credit Union PO xxn • VA • 221 Statement Of Account For HELO PAYMENT SERVICES LLC Business Checking - 7103475617 page20t6 Statement Period 01/01124-01/31,24 Access No. 14221511 (Conti",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:50:58,Screenshot/Image OCR,EX-136,"Screenshot 2024-04-25 at 1.50.40ΓÇ»PM.jpeg - 1:50 2024-01-31 STMSSCM... NAVY FEDE Credit Union PO xxn • VA • 221 Statement Of Account For HELO PAYMENT SERVICES LLC Business Checking - 7103475617 page20t6 Statement Period 01/01124-01/31,24 Access No. 14221511 (Conti",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:51:17,Screenshot/Image OCR,EX-037,"Screenshot 2024-04-25 at 1.51.06ΓÇ»PM.jpeg - SIGNATURE OF NAVY FEDERAL MEMBER EFFECTIVE DATE (MO. DAY, NAVY FEDE Credit Union PO • VA • 22119-m Statement Of Account 01-10 01-10 ot-to 01-11 01-11 01-12 01-16 01-16 01-17 01-18 01-18 01-19 01-22 01-22 01-22 01-24 01-2",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:51:17,Screenshot/Image OCR,EX-137,"Screenshot 2024-04-25 at 1.51.06ΓÇ»PM.jpeg - SIGNATURE OF NAVY FEDERAL MEMBER EFFECTIVE DATE (MO. DAY, NAVY FEDE Credit Union PO • VA • 22119-m Statement Of Account 01-10 01-10 ot-to 01-11 01-11 01-12 01-16 01-16 01-17 01-18 01-18 01-19 01-22 01-22 01-22 01-24 01-2",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:51:40,Screenshot/Image OCR,EX-038,Screenshot 2024-04-25 at 1.51.30ΓÇ»PM.jpeg - NAVY FEDE Credit Union Po • VA • 22119-»m Statement of Account For HELO PAYMENT SERVICES LLC Business Checking - 7103475617 01-17 01-17 01-18 01-18 01-19 01-22 01-22 01-22 01-24 01-24 01-24 01-25 01-26 01-29 01-29 01.03 ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:51:40,Screenshot/Image OCR,EX-138,Screenshot 2024-04-25 at 1.51.30ΓÇ»PM.jpeg - NAVY FEDE Credit Union Po • VA • 22119-»m Statement of Account For HELO PAYMENT SERVICES LLC Business Checking - 7103475617 01-17 01-17 01-18 01-18 01-19 01-22 01-22 01-22 01-24 01-24 01-24 01-25 01-26 01-29 01-29 01.03 ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:51:59,Screenshot/Image OCR,EX-039,Screenshot 2024-04-25 at 1.51.46ΓÇ»PM.jpeg - For HELO PAYMENT SERVICES LLC Items Paid 01-03 01-05 NAVY FEDE Credit Union po • VA • 221 Statement of Account 01-08 01-09 01-12 01-10 01-29 01-10 01-29 01-11 01-02 01 12 01-02 01-12 01-02 01-12 01-02 01 16 01-02 01-16 0,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:51:59,Screenshot/Image OCR,EX-139,Screenshot 2024-04-25 at 1.51.46ΓÇ»PM.jpeg - For HELO PAYMENT SERVICES LLC Items Paid 01-03 01-05 NAVY FEDE Credit Union po • VA • 221 Statement of Account 01-08 01-09 01-12 01-10 01-29 01-10 01-29 01-11 01-02 01 12 01-02 01-12 01-02 01-12 01-02 01 16 01-02 01-16 0,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:52:16,Screenshot/Image OCR,EX-040,Screenshot 2024-04-25 at 1.52.07ΓÇ»PM.jpeg - 01-02 01-12 01-02 01 16 01-02 01-16 01-02 01-17 01 02 01-17 01-02 01-18 01-02 01-19 01-03 01-19 01-03 01-22 01 03 01 22 6 of 6 01-03 01-24 01-05 01-24 01-05 ot 25 01-08 01-29 01 08 01 30 ot-30 01-09 Savings Mbr Business ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:52:16,Screenshot/Image OCR,EX-140,Screenshot 2024-04-25 at 1.52.07ΓÇ»PM.jpeg - 01-02 01-12 01-02 01 16 01-02 01-16 01-02 01-17 01 02 01-17 01-02 01-18 01-02 01-19 01-03 01-19 01-03 01-22 01 03 01 22 6 of 6 01-03 01-24 01-05 01-24 01-05 ot 25 01-08 01-29 01 08 01 30 ot-30 01-09 Savings Mbr Business ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:52:45,Screenshot/Image OCR,EX-041,Screenshot 2024-04-25 at 1.52.33ΓÇ»PM.jpeg - 1:52 NAVY FEDE 2024-03-31 STMSSC... Page 1 ot s Credit Union po X)oc • VA • 22119-m *BWNLLSV *OOOOOOQ4R2QUQIA6tOOOMQA90F HELO PAYMENT SERVICES LLC 6274 PALM VISTA ST PORT ORANGE FL 32128-6952 Statement of Account Stateme,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:52:45,Screenshot/Image OCR,EX-141,Screenshot 2024-04-25 at 1.52.33ΓÇ»PM.jpeg - 1:52 NAVY FEDE 2024-03-31 STMSSC... Page 1 ot s Credit Union po X)oc • VA • 22119-m *BWNLLSV *OOOOOOQ4R2QUQIA6tOOOMQA90F HELO PAYMENT SERVICES LLC 6274 PALM VISTA ST PORT ORANGE FL 32128-6952 Statement of Account Stateme,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:53:10,Screenshot/Image OCR,EX-042,"Screenshot 2024-04-25 at 1.52.52ΓÇ»PM.jpeg - 1:52 NAVY FEDE 2024-03-31 STMSSC... Credit Union PO BOA X)OO • VA • 22119-m Statement Of Account For HELO PAYMENT SERVICES LLC Business Checking - 7103475617 page 2 015 Statement Period 03/01124 - 03/31,24 Access No. 142",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:53:10,Screenshot/Image OCR,EX-142,"Screenshot 2024-04-25 at 1.52.52ΓÇ»PM.jpeg - 1:52 NAVY FEDE 2024-03-31 STMSSC... Credit Union PO BOA X)OO • VA • 22119-m Statement Of Account For HELO PAYMENT SERVICES LLC Business Checking - 7103475617 page 2 015 Statement Period 03/01124 - 03/31,24 Access No. 142",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:53:32,Screenshot/Image OCR,EX-043,Screenshot 2024-04-25 at 1.53.21ΓÇ»PM.jpeg - NAVY FEDE Credit Union PO • VA • 22119-m Statement Of Account For HELO PAYMENT SERVICES LLC Business Checking - 7103475617 3 page Statement Period 03/0124 - Access No. 14221511 (Continued from previous page) Date 03-07 0,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:53:32,Screenshot/Image OCR,EX-143,Screenshot 2024-04-25 at 1.53.21ΓÇ»PM.jpeg - NAVY FEDE Credit Union PO • VA • 22119-m Statement Of Account For HELO PAYMENT SERVICES LLC Business Checking - 7103475617 3 page Statement Period 03/0124 - Access No. 14221511 (Continued from previous page) Date 03-07 0,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:53:49,Screenshot/Image OCR,EX-044,Screenshot 2024-04-25 at 1.53.38ΓÇ»PM.jpeg - Date 03-22 03-25 03-25 03-25 03-25 03-25 03-25 03-25 03-25 03-26 03-27 03-27 03-27 03-27 03-27 03-28 03-28 03-28 03-28 03-29 03-29 03-29 03-29 03-29 03-3 i NAVY FEDE Credit Union Po • VA • 22119-m Statement of Account Fo,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:53:49,Screenshot/Image OCR,EX-144,Screenshot 2024-04-25 at 1.53.38ΓÇ»PM.jpeg - Date 03-22 03-25 03-25 03-25 03-25 03-25 03-25 03-25 03-25 03-26 03-27 03-27 03-27 03-27 03-27 03-28 03-28 03-28 03-28 03-29 03-29 03-29 03-29 03-29 03-3 i NAVY FEDE Credit Union Po • VA • 22119-m Statement of Account Fo,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:54:06,Screenshot/Image OCR,EX-045,Screenshot 2024-04-25 at 1.53.57ΓÇ»PM.jpeg - Business rd 0686 03-24-24 Hp •instant Ink 855-785-2777 03-25 03-25 03-25 03-25 03-26 03-27 03-27 03-27 03-27 03-27 03-28 03-28 03-28 03-28 03-29 03-29 03-29 03-29 03-29 03-31 03-01 03-01 03-04 03-04 03-04 03-05 03-05 03-,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:54:06,Screenshot/Image OCR,EX-145,Screenshot 2024-04-25 at 1.53.57ΓÇ»PM.jpeg - Business rd 0686 03-24-24 Hp •instant Ink 855-785-2777 03-25 03-25 03-25 03-25 03-26 03-27 03-27 03-27 03-27 03-27 03-28 03-28 03-28 03-28 03-29 03-29 03-29 03-29 03-29 03-31 03-01 03-01 03-04 03-04 03-04 03-05 03-05 03-,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:54:40,Screenshot/Image OCR,EX-046,"Screenshot 2024-04-25 at 1.54.31ΓÇ»PM.jpeg - 1:54 Mpnth to date Inbox zev stern Apr 17 to Keegan 04 From To Date zev@zspgroupllc.com zev stern Keegan Hurd Keeganhurd@gmail.com Apr 17, 2024 at 9:24AM Standard encryption (TLS) Learn more Display images Please send a ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:54:40,Screenshot/Image OCR,EX-146,"Screenshot 2024-04-25 at 1.54.31ΓÇ»PM.jpeg - 1:54 Mpnth to date Inbox zev stern Apr 17 to Keegan 04 From To Date zev@zspgroupllc.com zev stern Keegan Hurd Keeganhurd@gmail.com Apr 17, 2024 at 9:24AM Standard encryption (TLS) Learn more Display images Please send a ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:55:23,Screenshot/Image OCR,EX-047,"Screenshot 2024-04-25 at 1.55.06ΓÇ»PM.jpeg - 1:55 @TechNerdsMe, your January- March statement is ready Inbox Venmo Apr 12 Display images Statements are only available on the web. Sign in to your account from Venmo.com to get all your quarterly transaction statement",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:55:23,Screenshot/Image OCR,EX-147,"Screenshot 2024-04-25 at 1.55.06ΓÇ»PM.jpeg - 1:55 @TechNerdsMe, your January- March statement is ready Inbox Venmo Apr 12 Display images Statements are only available on the web. Sign in to your account from Venmo.com to get all your quarterly transaction statement",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:55:57,Screenshot/Image OCR,EX-048,"Screenshot 2024-04-25 at 1.55.45ΓÇ»PM.jpeg - 04 1:55 You paid Jonathan Braese $350.00 Inbox Venmo Apr 8 Display images venmo You paid Jonathan Braese Transfer Date and Amount: - $350.00 Apr 08, 2024 PDT Like Comment Completed via your Venmo balance. Payment D: 4041",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:55:57,Screenshot/Image OCR,EX-148,"Screenshot 2024-04-25 at 1.55.45ΓÇ»PM.jpeg - 04 1:55 You paid Jonathan Braese $350.00 Inbox Venmo Apr 8 Display images venmo You paid Jonathan Braese Transfer Date and Amount: - $350.00 Apr 08, 2024 PDT Like Comment Completed via your Venmo balance. Payment D: 4041",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:56:52,Screenshot/Image OCR,EX-049,Screenshot 2024-04-25 at 1.56.42ΓÇ»PM.jpeg - 1:56 P&L Historic Dayt... 7-2 PSO,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:56:52,Screenshot/Image OCR,EX-149,Screenshot 2024-04-25 at 1.56.42ΓÇ»PM.jpeg - 1:56 P&L Historic Dayt... 7-2 PSO,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:58:26,Screenshot/Image OCR,EX-050,"Screenshot 2024-04-25 at 1.58.15ΓÇ»PM.jpeg - 1:58 < Drive Formal Notice of Non-Consent for Vaccinations on Hurd Children To Whom It May Concern, l, Thomas Keegan Hurd, father and legal guardian of Thomas Elijah Hurd DOB 3/22/2009, Elliana Hurd DOB 12/11/2014, Nala ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:58:26,Screenshot/Image OCR,EX-150,"Screenshot 2024-04-25 at 1.58.15ΓÇ»PM.jpeg - 1:58 < Drive Formal Notice of Non-Consent for Vaccinations on Hurd Children To Whom It May Concern, l, Thomas Keegan Hurd, father and legal guardian of Thomas Elijah Hurd DOB 3/22/2009, Elliana Hurd DOB 12/11/2014, Nala ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:58:43,Screenshot/Image OCR,EX-051,"Screenshot 2024-04-25 at 1.58.34ΓÇ»PM.jpeg - 1:58 < Drive potential future disease is a decision rooted in fear and thus contrary to my faith. In order to faithfully walk out my beliefs, I have chosen not to vaccinate my children. Pursuant to Florida Statute 1014.0",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:58:43,Screenshot/Image OCR,EX-151,"Screenshot 2024-04-25 at 1.58.34ΓÇ»PM.jpeg - 1:58 < Drive potential future disease is a decision rooted in fear and thus contrary to my faith. In order to faithfully walk out my beliefs, I have chosen not to vaccinate my children. Pursuant to Florida Statute 1014.0",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:58:59,Screenshot/Image OCR,EX-052,"Screenshot 2024-04-25 at 1.58.49ΓÇ»PM.jpeg - 1:58 < Drive Thomas Keegan Hurd 6274 Palm Vista Street Port Orange, Florida, 32128 Affidavit STATE OF FLORIDA COUNTY OF VOLUSIA Sworn to (or affirmed) and subscribed before me this 25th day of April, 2024 by Thomas Keega",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:58:59,Screenshot/Image OCR,EX-152,"Screenshot 2024-04-25 at 1.58.49ΓÇ»PM.jpeg - 1:58 < Drive Thomas Keegan Hurd 6274 Palm Vista Street Port Orange, Florida, 32128 Affidavit STATE OF FLORIDA COUNTY OF VOLUSIA Sworn to (or affirmed) and subscribed before me this 25th day of April, 2024 by Thomas Keega",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:03:02,Screenshot/Image OCR,EX-076,"Screenshot 2024-04-25 at 2.02.53ΓÇ»PM.jpeg - 2:02 < Drive TEMPORARY CUSTODY TRANSFER AGREEMENT This Temporary Custody Transfer Agreement (""Agreement"") is made effective on this 26th day of March, 2024, by and between Gerard Kruger and Catherine Kruger, residing at ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:03:02,Screenshot/Image OCR,EX-178,"Screenshot 2024-04-25 at 2.02.53ΓÇ»PM.jpeg - 2:02 < Drive TEMPORARY CUSTODY TRANSFER AGREEMENT This Temporary Custody Transfer Agreement (""Agreement"") is made effective on this 26th day of March, 2024, by and between Gerard Kruger and Catherine Kruger, residing at ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:03:19,Screenshot/Image OCR,EX-077,"Screenshot 2024-04-25 at 2.03.08ΓÇ»PM.jpeg - 2:03 < Drive NOW, THEREFORE, in consideration of the premises and mutual covenants contained herein, it is hereby agreed as follows: Transfer of Temporary Custody: The Grantors hereby transfer and assign to the Grantee t",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:03:19,Screenshot/Image OCR,EX-179,"Screenshot 2024-04-25 at 2.03.08ΓÇ»PM.jpeg - 2:03 < Drive NOW, THEREFORE, in consideration of the premises and mutual covenants contained herein, it is hereby agreed as follows: Transfer of Temporary Custody: The Grantors hereby transfer and assign to the Grantee t",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:03:40,Screenshot/Image OCR,EX-078,"Screenshot 2024-04-25 at 2.03.28ΓÇ»PM.jpeg - 2:03 < Drive Contact: The Grantors shall have the right to maintain contact with the Child during the term of this Agreement, subject to the Child's well-being and schedule. Governing Law: This Agreement shall be governe",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:03:40,Screenshot/Image OCR,EX-180,"Screenshot 2024-04-25 at 2.03.28ΓÇ»PM.jpeg - 2:03 < Drive Contact: The Grantors shall have the right to maintain contact with the Child during the term of this Agreement, subject to the Child's well-being and schedule. Governing Law: This Agreement shall be governe",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:08:06,Screenshot/Image OCR,EX-079,"Screenshot 2024-04-25 at 2.07.57ΓÇ»PM.jpeg - 2:07 e CYD < Drive In The County Court Of The Seventh Judicial Circuit In And For Volusia County, Florida Thomas Keegan Hurd, Plaintiff, vs. GEGELMAN, INC., dba Rainbow Vacuum Sales & Service, Key Principal: Todd Gegelma",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:08:06,Screenshot/Image OCR,EX-181,"Screenshot 2024-04-25 at 2.07.57ΓÇ»PM.jpeg - 2:07 e CYD < Drive In The County Court Of The Seventh Judicial Circuit In And For Volusia County, Florida Thomas Keegan Hurd, Plaintiff, vs. GEGELMAN, INC., dba Rainbow Vacuum Sales & Service, Key Principal: Todd Gegelma",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:08:35,Screenshot/Image OCR,EX-081,"Screenshot 2024-04-25 at 2.08.26ΓÇ»PM.jpeg - 2:08 < Drive moving of goalposts. Legal Argument: The Defendant's actions constitute a breach of the sales agreement and engage in misleading practices, warranting recovery of the rebate and additional damages. The exclu",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:08:35,Screenshot/Image OCR,EX-183,"Screenshot 2024-04-25 at 2.08.26ΓÇ»PM.jpeg - 2:08 < Drive moving of goalposts. Legal Argument: The Defendant's actions constitute a breach of the sales agreement and engage in misleading practices, warranting recovery of the rebate and additional damages. The exclu",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:09:09,Screenshot/Image OCR,EX-083,"Screenshot 2024-04-25 at 2.09.01ΓÇ»PM.jpeg - 2:09 < Drive potential misrepresentation, and legal Cessation of future monthly payments of $128.36 to the Defendant, Rainbow System & Services Gegelman. Additionally, the Plaintiff seeks $275 in damages per ""unqualified",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:09:09,Screenshot/Image OCR,EX-185,"Screenshot 2024-04-25 at 2.09.01ΓÇ»PM.jpeg - 2:09 < Drive potential misrepresentation, and legal Cessation of future monthly payments of $128.36 to the Defendant, Rainbow System & Services Gegelman. Additionally, the Plaintiff seeks $275 in damages per ""unqualified",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 14:09:22,Screenshot/Image OCR,EX-084,"Screenshot 2024-04-25 at 2.09.15ΓÇ»PM.jpeg - 2:09 < Drive Conclusion and Relief Sought: The Plaintiff requests the court to order the Defendant to fulfill the rebate program's terms, compensate for additional damages, and cover any legal fees incurred by this actio",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
